Transaction_ID,Date,Month,Quarter,Fund_Name,Transaction_Type,Amount_USD,Status,Account_Tier,Region,Processing_Days,Anomaly_Flag,Anomaly_Reason
TXN-00219,2024-07-17,July,Q3,BlackRock Bond Fund,Dividend,1789532.22,Completed,Institutional,Northeast,1,No,
TXN-00220,2024-12-02,December,Q4,Vanguard 500 Index,Transfer In,35553.76,Flagged,Retail,Northeast,3,Yes,Off-hours activity
TXN-00221,2024-12-16,December,Q4,T. Rowe Price Equity,Transfer Out,6778.5,Cancelled,Retail,Southeast,5,No,
TXN-00222,2024-01-19,January,Q1,BlackRock Bond Fund,Sell,31901.78,Completed,Retail,Northeast,1,No,
TXN-00223,2024-06-07,June,Q2,PIMCO Total Return,Fee,3791125.5,Cancelled,Institutional,Northeast,3,No,
TXN-00224,2024-05-26,May,Q2,BlackRock Bond Fund,Buy,4016777.82,Flagged,Institutional,Northeast,5,Yes,Mismatched account tier
TXN-00225,2024-08-13,August,Q3,T. Rowe Price Equity,Dividend,1899999.94,Completed,Institutional,West,1,No,
TXN-00226,2024-09-22,September,Q3,BlackRock Bond Fund,Buy,60444.1,Flagged,Retail,West,4,Yes,Unusual frequency
TXN-00227,2024-06-13,June,Q2,Vanguard 500 Index,Buy,2284987.24,Flagged,Institutional,Midwest,3,Yes,Mismatched account tier
TXN-00228,2024-12-19,December,Q4,T. Rowe Price Equity,Dividend,61677.72,Cancelled,Retail,Midwest,5,No,
TXN-00229,2024-05-20,May,Q2,Vanguard 500 Index,Buy,4025370.28,Flagged,Institutional,Southwest,2,Yes,Unusual frequency
TXN-00230,2024-03-14,March,Q1,PIMCO Total Return,Transfer Out,7189.72,Cancelled,Retail,Southeast,4,No,
TXN-00231,2024-07-04,July,Q3,T. Rowe Price Equity,Transfer In,1374171.01,Completed,High Net Worth,Southeast,1,No,
TXN-00232,2024-07-08,July,Q3,BlackRock Bond Fund,Fee,1082446.77,Completed,High Net Worth,Southeast,1,No,
TXN-00233,2024-07-22,July,Q3,BlackRock Bond Fund,Transfer Out,3078.38,Pending,Retail,Northeast,0,No,
TXN-00234,2024-04-05,April,Q2,T. Rowe Price Equity,Transfer In,560464.52,Flagged,High Net Worth,Northeast,5,Yes,Off-hours activity
TXN-00235,2024-04-19,April,Q2,PIMCO Total Return,Dividend,14004.98,Cancelled,Retail,Northeast,2,No,
TXN-00236,2024-08-19,August,Q3,Fidelity Growth Fund,Transfer Out,66950.06,Cancelled,Retail,Midwest,2,No,
TXN-00237,2024-10-08,October,Q4,PIMCO Total Return,Dividend,79472.79,Pending,Retail,Southeast,0,No,
TXN-00238,2024-09-17,September,Q3,Fidelity Growth Fund,Buy,79142.12,Completed,Retail,Southeast,1,No,
TXN-00239,2024-01-14,January,Q1,BlackRock Bond Fund,Transfer In,735879.03,Flagged,Institutional,Southwest,2,Yes,Amount exceeds threshold
TXN-00240,2024-06-07,June,Q2,T. Rowe Price Equity,Transfer Out,1549870.87,Cancelled,High Net Worth,West,2,No,
TXN-00241,2024-03-05,March,Q1,BlackRock Bond Fund,Transfer Out,3432534.05,Completed,Institutional,West,1,No,
TXN-00242,2024-06-25,June,Q2,Fidelity Growth Fund,Transfer In,50534.95,Completed,Retail,West,1,No,
TXN-00243,2024-01-29,January,Q1,Vanguard 500 Index,Transfer In,893638.1,Completed,Institutional,Southeast,1,No,
TXN-00244,2024-12-29,December,Q4,Fidelity Growth Fund,Dividend,20032.04,Pending,Retail,Midwest,0,No,
TXN-00245,2024-10-09,October,Q4,BlackRock Bond Fund,Sell,232185.39,Pending,High Net Worth,Southwest,0,No,
TXN-00246,2024-11-24,November,Q4,Fidelity Growth Fund,Transfer In,72202.96,Completed,Retail,Southwest,1,No,
TXN-00247,2024-11-05,November,Q4,BlackRock Bond Fund,Transfer In,5023.45,Completed,Retail,Northeast,1,No,
TXN-00248,2024-11-24,November,Q4,PIMCO Total Return,Dividend,1255311.43,Completed,High Net Worth,West,1,No,
TXN-00249,2024-01-16,January,Q1,T. Rowe Price Equity,Transfer Out,1299901.76,Pending,Institutional,West,0,No,
TXN-00250,2024-12-16,December,Q4,T. Rowe Price Equity,Dividend,16229.0,Cancelled,Retail,Northeast,5,No,
TXN-00251,2024-09-04,September,Q3,T. Rowe Price Equity,Sell,659535.87,Flagged,High Net Worth,Southeast,4,Yes,Off-hours activity
TXN-00252,2024-07-23,July,Q3,Fidelity Growth Fund,Dividend,2385715.58,Completed,Institutional,Southeast,1,No,
TXN-00253,2024-05-16,May,Q2,T. Rowe Price Equity,Sell,29376.09,Completed,Retail,Northeast,1,No,
TXN-00254,2024-07-15,July,Q3,PIMCO Total Return,Fee,93408.28,Completed,Retail,Midwest,1,No,
TXN-00255,2024-06-09,June,Q2,Fidelity Growth Fund,Sell,1022581.43,Cancelled,High Net Worth,West,4,No,
TXN-00256,2024-09-11,September,Q3,Vanguard 500 Index,Buy,1935038.93,Flagged,High Net Worth,West,4,Yes,Unusual frequency
TXN-00257,2024-01-25,January,Q1,Vanguard 500 Index,Dividend,607209.34,Cancelled,High Net Worth,West,2,No,
TXN-00258,2024-02-25,February,Q1,T. Rowe Price Equity,Sell,1893093.03,Pending,Institutional,West,0,No,
TXN-00259,2024-07-24,July,Q3,Vanguard 500 Index,Transfer In,1514148.32,Completed,Institutional,Southwest,1,No,
TXN-00260,2024-07-16,July,Q3,PIMCO Total Return,Fee,281681.49,Pending,High Net Worth,Southwest,0,No,
TXN-00261,2024-02-19,February,Q1,T. Rowe Price Equity,Dividend,1522182.09,Flagged,High Net Worth,Midwest,5,Yes,Unusual frequency
TXN-00262,2024-09-13,September,Q3,Vanguard 500 Index,Buy,80494.6,Completed,Retail,Midwest,1,No,
TXN-00263,2024-09-22,September,Q3,T. Rowe Price Equity,Sell,1660797.16,Completed,Institutional,Southwest,1,No,
TXN-00264,2024-07-20,July,Q3,PIMCO Total Return,Transfer Out,1039264.22,Pending,High Net Worth,Midwest,0,No,
TXN-00265,2024-09-17,September,Q3,PIMCO Total Return,Fee,1904953.27,Pending,Institutional,Northeast,0,No,
TXN-00266,2024-12-10,December,Q4,Vanguard 500 Index,Fee,47721.73,Pending,Retail,Southwest,0,No,
TXN-00267,2024-12-01,December,Q4,PIMCO Total Return,Transfer In,48304.65,Completed,Retail,Southwest,1,No,
TXN-00268,2024-09-25,September,Q3,PIMCO Total Return,Fee,57470.74,Completed,Retail,Northeast,1,No,
TXN-00269,2024-12-24,December,Q4,Vanguard 500 Index,Sell,2152023.46,Completed,Institutional,Midwest,1,No,
TXN-00270,2024-07-30,July,Q3,Fidelity Growth Fund,Fee,52108.98,Cancelled,Retail,Southeast,4,No,
TXN-00271,2024-12-05,December,Q4,T. Rowe Price Equity,Transfer In,2352351.31,Flagged,Institutional,Southeast,4,Yes,Off-hours activity
TXN-00272,2024-12-12,December,Q4,BlackRock Bond Fund,Transfer In,28261.14,Cancelled,Retail,Southeast,4,No,
TXN-00273,2024-04-25,April,Q2,BlackRock Bond Fund,Dividend,2451036.77,Completed,Institutional,Midwest,1,No,
TXN-00274,2024-10-13,October,Q4,BlackRock Bond Fund,Dividend,790403.66,Completed,High Net Worth,Southwest,1,No,
TXN-00275,2024-07-21,July,Q3,BlackRock Bond Fund,Sell,95553.71,Pending,Retail,Midwest,0,No,
TXN-00276,2024-02-10,February,Q1,BlackRock Bond Fund,Fee,1090133.24,Pending,Institutional,Southeast,0,No,
TXN-00277,2024-10-02,October,Q4,BlackRock Bond Fund,Transfer In,61759.86,Pending,Retail,Northeast,0,No,
TXN-00278,2024-10-27,October,Q4,Fidelity Growth Fund,Sell,1293991.92,Completed,High Net Worth,Southeast,1,No,
TXN-00279,2024-01-27,January,Q1,Vanguard 500 Index,Fee,3437840.73,Flagged,Institutional,Northeast,2,Yes,Unusual frequency
TXN-00280,2024-10-08,October,Q4,Fidelity Growth Fund,Fee,3803964.19,Cancelled,Institutional,Southeast,4,No,
TXN-00281,2024-06-13,June,Q2,BlackRock Bond Fund,Transfer Out,23605.91,Completed,Retail,Southwest,1,No,
TXN-00282,2024-01-20,January,Q1,Fidelity Growth Fund,Fee,78902.08,Completed,Retail,West,1,No,
TXN-00283,2024-04-05,April,Q2,BlackRock Bond Fund,Buy,3053636.53,Completed,Institutional,Southwest,1,No,
TXN-00284,2024-06-20,June,Q2,BlackRock Bond Fund,Fee,47068.07,Cancelled,Retail,Southwest,3,No,
TXN-00285,2024-02-27,February,Q1,BlackRock Bond Fund,Sell,169012.56,Cancelled,Institutional,Southeast,4,No,
TXN-00286,2024-05-31,May,Q2,PIMCO Total Return,Transfer Out,85686.58,Completed,Retail,Southwest,1,No,
TXN-00287,2024-07-26,July,Q3,T. Rowe Price Equity,Transfer In,67090.96,Flagged,Retail,West,3,Yes,Unusual frequency
TXN-00288,2024-09-01,September,Q3,BlackRock Bond Fund,Sell,1254054.14,Completed,Institutional,West,1,No,
TXN-00289,2024-05-16,May,Q2,BlackRock Bond Fund,Dividend,3494566.09,Completed,Institutional,Midwest,1,No,
TXN-00290,2024-02-01,February,Q1,Vanguard 500 Index,Fee,68764.33,Pending,Retail,West,0,No,
TXN-00291,2024-12-26,December,Q4,BlackRock Bond Fund,Transfer Out,3111664.7,Completed,Institutional,Midwest,1,No,
TXN-00292,2024-04-22,April,Q2,Fidelity Growth Fund,Fee,1930761.73,Completed,Institutional,Southwest,1,No,
TXN-00293,2024-12-25,December,Q4,PIMCO Total Return,Fee,87376.94,Completed,Retail,Southwest,1,No,
TXN-00294,2024-02-11,February,Q1,PIMCO Total Return,Fee,11664.77,Flagged,Retail,Southwest,3,Yes,Unusual frequency
TXN-00295,2024-03-25,March,Q1,BlackRock Bond Fund,Transfer In,71833.34,Cancelled,Retail,Southeast,5,No,
TXN-00296,2024-02-16,February,Q1,PIMCO Total Return,Fee,2614914.43,Completed,Institutional,Southeast,1,No,
TXN-00297,2024-08-21,August,Q3,PIMCO Total Return,Buy,2040148.68,Cancelled,Institutional,Northeast,2,No,
TXN-00298,2024-04-21,April,Q2,PIMCO Total Return,Buy,3531885.9,Completed,Institutional,Midwest,1,No,
TXN-00299,2024-10-04,October,Q4,Vanguard 500 Index,Buy,41182.26,Cancelled,Retail,Midwest,3,No,
TXN-00300,2024-11-24,November,Q4,T. Rowe Price Equity,Dividend,1940663.12,Flagged,Institutional,West,4,Yes,Unusual frequency
TXN-00301,2024-03-01,March,Q1,Fidelity Growth Fund,Transfer In,1469323.37,Flagged,High Net Worth,Southeast,2,Yes,Unusual frequency
TXN-00302,2024-01-12,January,Q1,BlackRock Bond Fund,Fee,1655552.85,Flagged,High Net Worth,West,5,Yes,Unusual frequency
TXN-00303,2024-06-26,June,Q2,Fidelity Growth Fund,Dividend,81043.08,Completed,Retail,Northeast,1,No,
TXN-00304,2024-08-02,August,Q3,PIMCO Total Return,Buy,10539.22,Completed,Retail,Northeast,1,No,
TXN-00305,2024-01-18,January,Q1,T. Rowe Price Equity,Transfer In,40525.4,Completed,Retail,Northeast,1,No,
TXN-00306,2024-04-29,April,Q2,PIMCO Total Return,Sell,99351.6,Completed,Retail,Southwest,1,No,
TXN-00307,2024-04-29,April,Q2,PIMCO Total Return,Dividend,87687.7,Flagged,Retail,Midwest,5,Yes,Unusual frequency
TXN-00308,2024-06-02,June,Q2,BlackRock Bond Fund,Buy,2528541.86,Completed,Institutional,Southwest,1,No,
TXN-00309,2024-06-25,June,Q2,T. Rowe Price Equity,Transfer In,831166.28,Flagged,Institutional,West,3,Yes,Mismatched account tier
TXN-00310,2024-10-02,October,Q4,T. Rowe Price Equity,Sell,4048303.18,Completed,Institutional,Southeast,1,No,
TXN-00311,2024-01-30,January,Q1,PIMCO Total Return,Fee,311480.86,Flagged,High Net Worth,Southwest,4,Yes,Unusual frequency
TXN-00312,2024-04-14,April,Q2,BlackRock Bond Fund,Transfer Out,553073.58,Completed,Institutional,Midwest,1,No,
TXN-00313,2024-04-07,April,Q2,Vanguard 500 Index,Dividend,127117.73,Flagged,High Net Worth,Southwest,3,Yes,Amount exceeds threshold
TXN-00314,2024-10-27,October,Q4,PIMCO Total Return,Sell,30667.21,Cancelled,Retail,Midwest,2,No,
TXN-00315,2024-04-18,April,Q2,Fidelity Growth Fund,Transfer Out,3508568.8,Completed,Institutional,Southeast,1,No,
TXN-00316,2024-12-26,December,Q4,Fidelity Growth Fund,Fee,1562252.07,Completed,High Net Worth,Midwest,1,No,
TXN-00317,2024-07-13,July,Q3,T. Rowe Price Equity,Transfer In,1862258.63,Flagged,Institutional,Midwest,5,Yes,Mismatched account tier
TXN-00318,2024-02-20,February,Q1,T. Rowe Price Equity,Dividend,2128257.84,Completed,Institutional,Midwest,1,No,
TXN-00319,2024-10-15,October,Q4,Fidelity Growth Fund,Transfer Out,55554.5,Completed,Retail,Midwest,1,No,
TXN-00320,2024-10-26,October,Q4,PIMCO Total Return,Transfer Out,1061339.74,Flagged,Institutional,Southeast,5,Yes,Unusual frequency
TXN-00321,2024-10-18,October,Q4,Fidelity Growth Fund,Fee,4835890.51,Flagged,Institutional,West,5,Yes,Mismatched account tier
TXN-00322,2024-03-27,March,Q1,BlackRock Bond Fund,Sell,408893.16,Completed,High Net Worth,West,1,No,
TXN-00323,2024-10-04,October,Q4,Vanguard 500 Index,Transfer In,76551.71,Completed,Retail,Northeast,1,No,
TXN-00324,2024-07-30,July,Q3,Fidelity Growth Fund,Transfer Out,1409.58,Completed,Retail,Southeast,1,No,
TXN-00325,2024-09-15,September,Q3,T. Rowe Price Equity,Dividend,1829865.34,Completed,High Net Worth,Southwest,1,No,
TXN-00326,2024-12-03,December,Q4,T. Rowe Price Equity,Buy,852110.09,Completed,High Net Worth,Southwest,1,No,
TXN-00327,2024-01-09,January,Q1,PIMCO Total Return,Transfer Out,83428.07,Pending,High Net Worth,Midwest,0,No,
TXN-00328,2024-12-23,December,Q4,T. Rowe Price Equity,Sell,15315.3,Completed,Retail,Southwest,1,No,
TXN-00329,2024-04-08,April,Q2,PIMCO Total Return,Transfer In,3995188.03,Pending,Institutional,Midwest,0,No,
TXN-00330,2024-02-10,February,Q1,BlackRock Bond Fund,Fee,1980954.41,Cancelled,High Net Worth,Southeast,3,No,
TXN-00331,2024-06-02,June,Q2,Vanguard 500 Index,Transfer Out,38236.77,Completed,Retail,West,1,No,
TXN-00332,2024-10-09,October,Q4,T. Rowe Price Equity,Buy,50235.91,Completed,Retail,Northeast,1,No,
TXN-00333,2024-08-10,August,Q3,BlackRock Bond Fund,Transfer In,498044.67,Completed,High Net Worth,Northeast,1,No,
TXN-00334,2024-12-20,December,Q4,PIMCO Total Return,Fee,68600.66,Pending,Retail,Northeast,0,No,
TXN-00335,2024-05-23,May,Q2,PIMCO Total Return,Transfer In,2057.98,Completed,Retail,Midwest,1,No,
TXN-00336,2024-04-16,April,Q2,PIMCO Total Return,Sell,16663.8,Flagged,Retail,Midwest,5,Yes,Unusual frequency
TXN-00337,2024-12-12,December,Q4,PIMCO Total Return,Dividend,50328.89,Flagged,Retail,Northeast,2,Yes,Off-hours activity
TXN-00338,2024-02-20,February,Q1,T. Rowe Price Equity,Sell,3868127.7,Completed,Institutional,Southwest,1,No,
TXN-00339,2024-10-31,October,Q4,T. Rowe Price Equity,Dividend,2503956.93,Completed,Institutional,West,1,No,
TXN-00340,2024-07-01,July,Q3,PIMCO Total Return,Fee,66236.85,Flagged,Retail,Southwest,4,Yes,Amount exceeds threshold
TXN-00341,2024-05-06,May,Q2,Vanguard 500 Index,Buy,71311.88,Pending,Retail,West,0,No,
TXN-00342,2024-11-20,November,Q4,Fidelity Growth Fund,Transfer Out,622099.5,Flagged,Institutional,Midwest,4,Yes,Amount exceeds threshold
TXN-00343,2024-08-15,August,Q3,BlackRock Bond Fund,Dividend,19145.48,Completed,Retail,Northeast,1,No,
TXN-00344,2024-08-17,August,Q3,PIMCO Total Return,Transfer In,9417.07,Flagged,Retail,Northeast,4,Yes,Amount exceeds threshold
TXN-00345,2024-07-16,July,Q3,Vanguard 500 Index,Dividend,3651734.84,Flagged,Institutional,Northeast,3,Yes,Unusual frequency
TXN-00346,2024-12-16,December,Q4,T. Rowe Price Equity,Sell,1415193.31,Completed,Institutional,Midwest,1,No,
TXN-00347,2024-03-15,March,Q1,Vanguard 500 Index,Sell,1568786.04,Flagged,Institutional,West,4,Yes,Amount exceeds threshold
TXN-00348,2024-05-08,May,Q2,Fidelity Growth Fund,Transfer Out,431319.04,Cancelled,High Net Worth,Southwest,2,No,
TXN-00349,2024-03-10,March,Q1,BlackRock Bond Fund,Buy,1961460.79,Flagged,Institutional,Southwest,5,Yes,Off-hours activity
TXN-00350,2024-06-20,June,Q2,T. Rowe Price Equity,Transfer Out,3055735.22,Completed,Institutional,Midwest,1,No,
TXN-00351,2024-12-21,December,Q4,Fidelity Growth Fund,Fee,96888.16,Flagged,Retail,West,5,Yes,Off-hours activity
TXN-00352,2024-10-21,October,Q4,Fidelity Growth Fund,Dividend,1888576.13,Flagged,Institutional,West,3,Yes,Unusual frequency
TXN-00353,2024-12-15,December,Q4,PIMCO Total Return,Buy,79869.71,Cancelled,Retail,West,2,No,
TXN-00354,2024-07-28,July,Q3,T. Rowe Price Equity,Sell,66036.97,Pending,Retail,Midwest,0,No,
TXN-00355,2024-08-04,August,Q3,T. Rowe Price Equity,Buy,1185375.84,Cancelled,High Net Worth,West,5,No,
TXN-00356,2024-10-05,October,Q4,Vanguard 500 Index,Dividend,65931.36,Completed,Retail,Southeast,1,No,
TXN-00357,2024-06-30,June,Q2,Fidelity Growth Fund,Transfer Out,1935281.71,Completed,High Net Worth,West,1,No,
TXN-00358,2024-06-18,June,Q2,T. Rowe Price Equity,Buy,22589.11,Completed,Retail,Midwest,1,No,
TXN-00359,2024-09-22,September,Q3,PIMCO Total Return,Transfer In,2016557.43,Completed,Institutional,Midwest,1,No,
TXN-00360,2024-12-13,December,Q4,PIMCO Total Return,Transfer Out,2465578.31,Completed,Institutional,Northeast,1,No,
TXN-00361,2024-05-31,May,Q2,T. Rowe Price Equity,Buy,31533.09,Completed,Retail,Midwest,1,No,
TXN-00362,2024-08-21,August,Q3,Fidelity Growth Fund,Transfer In,578352.85,Cancelled,Institutional,West,5,No,
TXN-00363,2024-06-12,June,Q2,Vanguard 500 Index,Dividend,84993.41,Completed,Retail,Northeast,1,No,
TXN-00364,2024-11-27,November,Q4,Vanguard 500 Index,Transfer Out,17858.1,Completed,Retail,Southwest,1,No,
TXN-00365,2024-03-22,March,Q1,BlackRock Bond Fund,Transfer In,4009003.36,Flagged,Institutional,Southeast,3,Yes,Unusual frequency
TXN-00366,2024-11-23,November,Q4,T. Rowe Price Equity,Fee,926671.27,Completed,High Net Worth,Southeast,1,No,
TXN-00367,2024-08-07,August,Q3,T. Rowe Price Equity,Buy,75356.39,Completed,Retail,Midwest,1,No,
TXN-00368,2024-02-02,February,Q1,PIMCO Total Return,Buy,1065663.95,Completed,Institutional,Midwest,1,No,
TXN-00369,2024-02-28,February,Q1,BlackRock Bond Fund,Transfer Out,1214093.12,Cancelled,High Net Worth,Midwest,5,No,
TXN-00370,2024-10-27,October,Q4,Vanguard 500 Index,Dividend,945384.81,Flagged,Institutional,Southwest,2,Yes,Off-hours activity
TXN-00371,2024-12-10,December,Q4,Fidelity Growth Fund,Dividend,12136.42,Completed,Retail,Midwest,1,No,
TXN-00372,2024-07-10,July,Q3,Fidelity Growth Fund,Transfer In,775549.76,Flagged,Institutional,Southwest,5,Yes,Mismatched account tier
TXN-00373,2024-04-05,April,Q2,T. Rowe Price Equity,Transfer Out,1004801.95,Completed,High Net Worth,Southeast,1,No,
TXN-00374,2024-03-12,March,Q1,Fidelity Growth Fund,Dividend,1737768.35,Cancelled,High Net Worth,Northeast,2,No,
TXN-00375,2024-09-05,September,Q3,Fidelity Growth Fund,Sell,1323486.03,Flagged,High Net Worth,Southwest,5,Yes,Mismatched account tier
TXN-00376,2024-07-31,July,Q3,T. Rowe Price Equity,Fee,3570.64,Completed,Retail,Southwest,1,No,
TXN-00377,2024-04-22,April,Q2,BlackRock Bond Fund,Buy,29222.7,Pending,Retail,Southwest,0,No,
TXN-00378,2024-08-22,August,Q3,PIMCO Total Return,Transfer Out,270761.44,Cancelled,High Net Worth,Southwest,2,No,
TXN-00379,2024-05-17,May,Q2,PIMCO Total Return,Dividend,1170855.48,Completed,Institutional,Southwest,1,No,
TXN-00380,2024-08-05,August,Q3,Vanguard 500 Index,Transfer Out,2303688.48,Completed,Institutional,Northeast,1,No,
TXN-00381,2024-06-27,June,Q2,Vanguard 500 Index,Fee,81164.92,Completed,Retail,Southeast,1,No,
TXN-00382,2024-10-28,October,Q4,BlackRock Bond Fund,Transfer Out,14353.88,Flagged,Retail,Southwest,3,Yes,Unusual frequency
TXN-00383,2024-01-31,January,Q1,PIMCO Total Return,Dividend,378335.86,Pending,High Net Worth,Southwest,0,No,
TXN-00384,2024-12-26,December,Q4,BlackRock Bond Fund,Dividend,314398.37,Pending,High Net Worth,Northeast,0,No,
TXN-00385,2024-07-29,July,Q3,Vanguard 500 Index,Dividend,15051.22,Completed,Retail,Southeast,1,No,
TXN-00386,2024-06-13,June,Q2,Fidelity Growth Fund,Transfer Out,2929385.09,Flagged,Institutional,Southeast,5,Yes,Off-hours activity
TXN-00387,2024-07-11,July,Q3,T. Rowe Price Equity,Buy,3774031.68,Completed,Institutional,Southwest,1,No,
TXN-00388,2024-12-21,December,Q4,BlackRock Bond Fund,Fee,112118.12,Cancelled,Institutional,Southwest,2,No,
TXN-00389,2024-08-22,August,Q3,BlackRock Bond Fund,Buy,82572.34,Flagged,Retail,West,4,Yes,Mismatched account tier
TXN-00390,2024-06-14,June,Q2,BlackRock Bond Fund,Dividend,1587192.12,Completed,High Net Worth,West,1,No,
TXN-00391,2024-12-15,December,Q4,Vanguard 500 Index,Buy,708762.18,Completed,Institutional,Northeast,1,No,
TXN-00392,2024-03-21,March,Q1,T. Rowe Price Equity,Fee,4978900.94,Completed,Institutional,Southeast,1,No,
TXN-00393,2024-03-08,March,Q1,BlackRock Bond Fund,Sell,25413.73,Pending,Retail,Midwest,0,No,
TXN-00394,2024-07-09,July,Q3,Fidelity Growth Fund,Buy,2203231.61,Flagged,Institutional,Southeast,2,Yes,Amount exceeds threshold
TXN-00395,2024-01-01,January,Q1,Fidelity Growth Fund,Fee,23005.99,Completed,Retail,Southwest,1,No,
TXN-00396,2024-12-14,December,Q4,T. Rowe Price Equity,Buy,4941959.06,Completed,Institutional,Northeast,1,No,
TXN-00397,2024-08-04,August,Q3,Fidelity Growth Fund,Fee,9388.44,Completed,Retail,West,1,No,
TXN-00398,2024-02-22,February,Q1,Vanguard 500 Index,Dividend,1975333.14,Flagged,Institutional,Southeast,3,Yes,Unusual frequency
TXN-00399,2024-02-05,February,Q1,PIMCO Total Return,Transfer In,908193.87,Completed,High Net Worth,Southeast,1,No,
TXN-00400,2024-04-19,April,Q2,Fidelity Growth Fund,Fee,89711.0,Cancelled,Retail,Northeast,3,No,
TXN-00401,2024-03-04,March,Q1,PIMCO Total Return,Transfer Out,1641067.97,Flagged,Institutional,West,3,Yes,Unusual frequency
TXN-00402,2024-05-21,May,Q2,Vanguard 500 Index,Sell,20941.85,Pending,Retail,Midwest,0,No,
TXN-00403,2024-11-06,November,Q4,PIMCO Total Return,Sell,3940627.84,Flagged,Institutional,Northeast,5,Yes,Unusual frequency
TXN-00404,2024-07-16,July,Q3,Vanguard 500 Index,Sell,1080158.68,Cancelled,High Net Worth,Northeast,2,No,
TXN-00405,2024-07-03,July,Q3,BlackRock Bond Fund,Sell,762554.3,Flagged,High Net Worth,West,5,Yes,Unusual frequency
TXN-00406,2024-02-07,February,Q1,Vanguard 500 Index,Transfer In,21966.42,Completed,Retail,Midwest,1,No,
TXN-00407,2024-01-31,January,Q1,T. Rowe Price Equity,Transfer In,875971.71,Pending,High Net Worth,West,0,No,
TXN-00408,2024-07-24,July,Q3,Vanguard 500 Index,Transfer Out,1618543.74,Completed,Institutional,Northeast,1,No,
TXN-00409,2024-09-18,September,Q3,Fidelity Growth Fund,Sell,3208041.81,Flagged,Institutional,Southwest,4,Yes,Amount exceeds threshold
TXN-00410,2024-12-23,December,Q4,T. Rowe Price Equity,Transfer Out,9078.17,Completed,Retail,Southeast,1,No,
TXN-00411,2024-08-10,August,Q3,Vanguard 500 Index,Fee,685270.73,Completed,Institutional,Southeast,1,No,
TXN-00412,2024-12-28,December,Q4,Fidelity Growth Fund,Transfer Out,95325.11,Completed,Retail,West,1,No,
TXN-00413,2024-09-24,September,Q3,PIMCO Total Return,Transfer Out,13129.6,Pending,Retail,Midwest,0,No,
TXN-00414,2024-05-17,May,Q2,Vanguard 500 Index,Buy,2666885.64,Flagged,Institutional,Midwest,2,Yes,Off-hours activity
TXN-00415,2024-09-11,September,Q3,T. Rowe Price Equity,Transfer In,86006.3,Flagged,Retail,West,4,Yes,Unusual frequency
TXN-00416,2024-03-21,March,Q1,BlackRock Bond Fund,Buy,755.57,Completed,Retail,Southwest,1,No,
TXN-00417,2024-01-07,January,Q1,Fidelity Growth Fund,Buy,4609110.07,Cancelled,Institutional,West,3,No,
TXN-00418,2024-01-19,January,Q1,PIMCO Total Return,Transfer Out,25202.19,Flagged,Retail,Midwest,4,Yes,Off-hours activity
TXN-00419,2024-02-09,February,Q1,PIMCO Total Return,Dividend,399721.48,Completed,High Net Worth,Northeast,1,No,
TXN-00420,2024-09-21,September,Q3,Vanguard 500 Index,Fee,3890284.65,Completed,Institutional,Midwest,1,No,
TXN-00421,2024-06-08,June,Q2,BlackRock Bond Fund,Buy,20466.78,Cancelled,Retail,Midwest,4,No,
TXN-00422,2024-11-14,November,Q4,Fidelity Growth Fund,Fee,1995684.88,Flagged,High Net Worth,West,3,Yes,Unusual frequency
TXN-00423,2024-03-18,March,Q1,Vanguard 500 Index,Fee,34969.16,Completed,Retail,Southwest,1,No,
TXN-00424,2024-12-21,December,Q4,Vanguard 500 Index,Dividend,609350.19,Completed,Institutional,Midwest,1,No,
TXN-00425,2024-09-28,September,Q3,Fidelity Growth Fund,Fee,71309.42,Cancelled,Retail,Southeast,2,No,
TXN-00426,2024-01-23,January,Q1,Fidelity Growth Fund,Transfer In,4875318.47,Flagged,Institutional,West,2,Yes,Amount exceeds threshold
TXN-00427,2024-09-15,September,Q3,Fidelity Growth Fund,Transfer Out,56998.16,Flagged,Retail,Southwest,3,Yes,Mismatched account tier
TXN-00428,2024-05-01,May,Q2,BlackRock Bond Fund,Dividend,1658482.82,Flagged,Institutional,Midwest,3,Yes,Off-hours activity
TXN-00429,2024-02-08,February,Q1,Fidelity Growth Fund,Sell,16855.31,Completed,Retail,Northeast,1,No,
TXN-00430,2024-08-26,August,Q3,BlackRock Bond Fund,Fee,1931037.71,Completed,High Net Worth,Midwest,1,No,
TXN-00431,2024-04-16,April,Q2,T. Rowe Price Equity,Dividend,543062.35,Cancelled,Institutional,Northeast,4,No,
TXN-00432,2024-12-26,December,Q4,PIMCO Total Return,Buy,546943.23,Completed,Institutional,Southeast,1,No,
TXN-00433,2024-05-07,May,Q2,BlackRock Bond Fund,Fee,4118439.12,Completed,Institutional,Midwest,1,No,
TXN-00434,2024-03-30,March,Q1,Vanguard 500 Index,Fee,537212.63,Cancelled,High Net Worth,Southwest,5,No,
TXN-00435,2024-02-22,February,Q1,Fidelity Growth Fund,Buy,13506.17,Completed,Retail,Southeast,1,No,
TXN-00436,2024-07-24,July,Q3,BlackRock Bond Fund,Transfer Out,554700.27,Completed,High Net Worth,Southwest,1,No,
TXN-00437,2024-02-08,February,Q1,Vanguard 500 Index,Buy,550695.33,Completed,Institutional,Southeast,1,No,
TXN-00438,2024-06-18,June,Q2,Vanguard 500 Index,Buy,92451.11,Cancelled,Retail,Southeast,5,No,
